movement_id,movement_date,product_id,movement_type,quantity,reference_id,notes
360,2026-01-08,19,SALE,5,119,Inventory reduction due to customer order
361,2026-01-08,22,SALE,3,119,Inventory reduction due to customer order
46,2026-01-09,1,RESTOCK,85,RESTOCK_2026-01-09,Scheduled supplier restock
47,2026-01-09,6,RESTOCK,101,RESTOCK_2026-01-09,Scheduled supplier restock
48,2026-01-09,8,RESTOCK,112,RESTOCK_2026-01-09,Scheduled supplier restock
49,2026-01-09,11,RESTOCK,84,RESTOCK_2026-01-09,Scheduled supplier restock
50,2026-01-09,17,RESTOCK,113,RESTOCK_2026-01-09,Scheduled supplier restock
51,2026-01-09,22,RESTOCK,67,RESTOCK_2026-01-09,Scheduled supplier restock
52,2026-01-09,23,RESTOCK,88,RESTOCK_2026-01-09,Scheduled supplier restock
53,2026-01-09,25,RESTOCK,109,RESTOCK_2026-01-09,Scheduled supplier restock
54,2026-01-09,27,RESTOCK,49,RESTOCK_2026-01-09,Scheduled supplier restock
55,2026-01-09,28,RESTOCK,98,RESTOCK_2026-01-09,Scheduled supplier restock
56,2026-01-09,29,RESTOCK,43,RESTOCK_2026-01-09,Scheduled supplier restock
57,2026-01-09,30,RESTOCK,46,RESTOCK_2026-01-09,Scheduled supplier restock
983,2026-01-09,30,SALE,9,389,Inventory reduction due to customer order
1141,2026-01-09,30,ADJUSTMENT,-3,MANUAL_ADJUSTMENT,Manual stock correction after warehouse count
805,2026-01-10,29,SALE,3,313,Inventory reduction due to customer order
806,2026-01-10,13,SALE,9,313,Inventory reduction due to customer order
873,2026-01-10,16,SALE,1,342,Inventory reduction due to customer order
1067,2026-01-10,20,SALE,7,427,Inventory reduction due to customer order
1068,2026-01-10,9,SALE,7,427,Inventory reduction due to customer order
1069,2026-01-10,22,SALE,9,427,Inventory reduction due to customer order
1105,2026-01-10,9,SALE,10,445,Inventory reduction due to customer order
1106,2026-01-10,16,SALE,6,445,Inventory reduction due to customer order
107,2026-01-11,9,SALE,10,4,Inventory reduction due to customer order
108,2026-01-11,10,SALE,6,4,Inventory reduction due to customer order
211,2026-01-11,14,SALE,9,52,Inventory reduction due to customer order
212,2026-01-11,4,SALE,3,52,Inventory reduction due to customer order
233,2026-01-12,27,SALE,8,64,Inventory reduction due to customer order
234,2026-01-12,19,SALE,8,64,Inventory reduction due to customer order
235,2026-01-12,22,SALE,8,64,Inventory reduction due to customer order
613,2026-01-12,3,SALE,7,228,Inventory reduction due to customer order
614,2026-01-12,6,SALE,7,228,Inventory reduction due to customer order
152,2026-01-14,8,SALE,6,24,Inventory reduction due to customer order
153,2026-01-14,9,SALE,2,24,Inventory reduction due to customer order
154,2026-01-14,11,SALE,3,24,Inventory reduction due to customer order
298,2026-01-14,13,SALE,5,94,Inventory reduction due to customer order
299,2026-01-14,20,SALE,9,94,Inventory reduction due to customer order
300,2026-01-14,17,SALE,7,94,Inventory reduction due to customer order
348,2026-01-14,10,SALE,8,113,Inventory reduction due to customer order
849,2026-01-14,21,SALE,1,331,Inventory reduction due to customer order
850,2026-01-14,30,SALE,6,331,Inventory reduction due to customer order
851,2026-01-14,4,SALE,10,331,Inventory reduction due to customer order
852,2026-01-14,22,SALE,3,331,Inventory reduction due to customer order
125,2026-01-15,22,SALE,1,12,Inventory reduction due to customer order
126,2026-01-15,27,SALE,5,12,Inventory reduction due to customer order
127,2026-01-15,18,SALE,10,12,Inventory reduction due to customer order
128,2026-01-15,11,SALE,1,12,Inventory reduction due to customer order
971,2026-01-15,19,SALE,5,383,Inventory reduction due to customer order
972,2026-01-15,28,SALE,6,383,Inventory reduction due to customer order
490,2026-01-17,11,SALE,5,173,Inventory reduction due to customer order
491,2026-01-17,16,SALE,2,173,Inventory reduction due to customer order
492,2026-01-17,12,SALE,9,173,Inventory reduction due to customer order
493,2026-01-17,18,SALE,7,173,Inventory reduction due to customer order
1079,2026-01-17,20,SALE,1,432,Inventory reduction due to customer order
1080,2026-01-17,6,SALE,4,432,Inventory reduction due to customer order
994,2026-01-18,25,SALE,7,396,Inventory reduction due to customer order
995,2026-01-18,30,SALE,1,396,Inventory reduction due to customer order
996,2026-01-18,15,SALE,3,396,Inventory reduction due to customer order
250,2026-01-19,8,SALE,7,71,Inventory reduction due to customer order
251,2026-01-19,17,SALE,3,71,Inventory reduction due to customer order
949,2026-01-19,14,SALE,9,375,Inventory reduction due to customer order
950,2026-01-19,20,SALE,9,375,Inventory reduction due to customer order
472,2026-01-20,23,SALE,1,167,Inventory reduction due to customer order
473,2026-01-20,19,SALE,6,167,Inventory reduction due to customer order
474,2026-01-20,10,SALE,7,167,Inventory reduction due to customer order
475,2026-01-20,16,SALE,5,167,Inventory reduction due to customer order
843,2026-01-20,9,SALE,10,327,Inventory reduction due to customer order
844,2026-01-20,24,SALE,4,327,Inventory reduction due to customer order
845,2026-01-20,14,SALE,4,327,Inventory reduction due to customer order
1115,2026-01-20,13,SALE,2,449,Inventory reduction due to customer order
432,2026-01-21,12,SALE,5,154,Inventory reduction due to customer order
433,2026-01-21,17,SALE,5,154,Inventory reduction due to customer order
1120,2026-01-21,27,ADJUSTMENT,-10,MANUAL_ADJUSTMENT,Manual stock correction after warehouse count
340,2026-01-23,3,SALE,2,109,Inventory reduction due to customer order
341,2026-01-23,17,SALE,9,109,Inventory reduction due to customer order
638,2026-01-23,17,SALE,6,240,Inventory reduction due to customer order
639,2026-01-23,16,SALE,2,240,Inventory reduction due to customer order
842,2026-01-23,28,SALE,4,326,Inventory reduction due to customer order
847,2026-01-23,6,SALE,4,329,Inventory reduction due to customer order
196,2026-01-24,7,SALE,8,42,Inventory reduction due to customer order
197,2026-01-24,24,SALE,10,42,Inventory reduction due to customer order
571,2026-01-24,24,SALE,1,208,Inventory reduction due to customer order
572,2026-01-24,5,SALE,9,208,Inventory reduction due to customer order
655,2026-01-24,6,SALE,6,246,Inventory reduction due to customer order
711,2026-01-24,8,SALE,9,267,Inventory reduction due to customer order
1091,2026-01-24,6,SALE,4,439,Inventory reduction due to customer order
1092,2026-01-24,24,SALE,4,439,Inventory reduction due to customer order
1093,2026-01-24,22,SALE,4,439,Inventory reduction due to customer order
1135,2026-01-24,29,ADJUSTMENT,5,MANUAL_ADJUSTMENT,Manual stock correction after warehouse count
380,2026-01-25,26,SALE,5,130,Inventory reduction due to customer order
381,2026-01-25,5,SALE,3,130,Inventory reduction due to customer order
382,2026-01-25,2,SALE,8,130,Inventory reduction due to customer order
750,2026-01-25,7,SALE,3,288,Inventory reduction due to customer order
830,2026-01-25,18,SALE,9,322,Inventory reduction due to customer order
831,2026-01-25,11,SALE,1,322,Inventory reduction due to customer order
832,2026-01-25,28,SALE,10,322,Inventory reduction due to customer order
833,2026-01-25,9,SALE,7,322,Inventory reduction due to customer order
1007,2026-01-25,23,SALE,10,402,Inventory reduction due to customer order
1008,2026-01-25,19,SALE,6,402,Inventory reduction due to customer order
1009,2026-01-25,5,SALE,7,402,Inventory reduction due to customer order
182,2026-01-26,9,SALE,8,37,Inventory reduction due to customer order
352,2026-01-26,2,SALE,2,116,Inventory reduction due to customer order
353,2026-01-26,15,SALE,2,116,Inventory reduction due to customer order
733,2026-01-26,9,SALE,10,281,Inventory reduction due to customer order
734,2026-01-26,27,SALE,2,281,Inventory reduction due to customer order
735,2026-01-26,3,SALE,1,281,Inventory reduction due to customer order
1138,2026-01-26,27,ADJUSTMENT,5,MANUAL_ADJUSTMENT,Manual stock correction after warehouse count
246,2026-01-28,21,SALE,8,68,Inventory reduction due to customer order
247,2026-01-28,23,SALE,1,68,Inventory reduction due to customer order
248,2026-01-28,29,SALE,2,68,Inventory reduction due to customer order
510,2026-01-28,23,SALE,6,182,Inventory reduction due to customer order
511,2026-01-28,6,SALE,10,182,Inventory reduction due to customer order
512,2026-01-28,1,SALE,3,182,Inventory reduction due to customer order
784,2026-01-28,11,SALE,3,304,Inventory reduction due to customer order
785,2026-01-28,23,SALE,1,304,Inventory reduction due to customer order
1041,2026-01-28,16,SALE,7,416,Inventory reduction due to customer order
1042,2026-01-28,7,SALE,4,416,Inventory reduction due to customer order
1043,2026-01-28,19,SALE,3,416,Inventory reduction due to customer order
1044,2026-01-28,6,SALE,10,416,Inventory reduction due to customer order
112,2026-01-29,6,SALE,9,6,Inventory reduction due to customer order
113,2026-01-29,24,SALE,9,6,Inventory reduction due to customer order
114,2026-01-29,15,SALE,2,6,Inventory reduction due to customer order
119,2026-01-29,9,SALE,2,10,Inventory reduction due to customer order
120,2026-01-29,6,SALE,1,10,Inventory reduction due to customer order
236,2026-01-29,15,SALE,4,65,Inventory reduction due to customer order
237,2026-01-29,30,SALE,10,65,Inventory reduction due to customer order
238,2026-01-29,11,SALE,4,65,Inventory reduction due to customer order
239,2026-01-29,28,SALE,1,65,Inventory reduction due to customer order
943,2026-01-30,30,SALE,10,371,Inventory reduction due to customer order
692,2026-01-31,1,SALE,3,260,Inventory reduction due to customer order
693,2026-01-31,4,SALE,8,260,Inventory reduction due to customer order
694,2026-01-31,30,SALE,7,260,Inventory reduction due to customer order
695,2026-01-31,28,SALE,3,260,Inventory reduction due to customer order
175,2026-02-01,3,SALE,6,35,Inventory reduction due to customer order
176,2026-02-01,17,SALE,7,35,Inventory reduction due to customer order
177,2026-02-01,21,SALE,2,35,Inventory reduction due to customer order
553,2026-02-01,23,SALE,5,201,Inventory reduction due to customer order
554,2026-02-01,14,SALE,3,201,Inventory reduction due to customer order
555,2026-02-01,5,SALE,8,201,Inventory reduction due to customer order
726,2026-02-01,6,SALE,5,276,Inventory reduction due to customer order
727,2026-02-01,12,SALE,1,276,Inventory reduction due to customer order
728,2026-02-01,5,SALE,7,276,Inventory reduction due to customer order
342,2026-02-02,8,SALE,3,110,Inventory reduction due to customer order
343,2026-02-02,4,SALE,4,110,Inventory reduction due to customer order
58,2026-02-03,3,RESTOCK,49,RESTOCK_2026-02-03,Scheduled supplier restock
59,2026-02-03,4,RESTOCK,57,RESTOCK_2026-02-03,Scheduled supplier restock
60,2026-02-03,5,RESTOCK,69,RESTOCK_2026-02-03,Scheduled supplier restock
61,2026-02-03,10,RESTOCK,40,RESTOCK_2026-02-03,Scheduled supplier restock
62,2026-02-03,13,RESTOCK,80,RESTOCK_2026-02-03,Scheduled supplier restock
63,2026-02-03,14,RESTOCK,90,RESTOCK_2026-02-03,Scheduled supplier restock
64,2026-02-03,15,RESTOCK,62,RESTOCK_2026-02-03,Scheduled supplier restock
65,2026-02-03,18,RESTOCK,61,RESTOCK_2026-02-03,Scheduled supplier restock
66,2026-02-03,21,RESTOCK,34,RESTOCK_2026-02-03,Scheduled supplier restock
67,2026-02-03,22,RESTOCK,42,RESTOCK_2026-02-03,Scheduled supplier restock
68,2026-02-03,27,RESTOCK,71,RESTOCK_2026-02-03,Scheduled supplier restock
69,2026-02-03,28,RESTOCK,35,RESTOCK_2026-02-03,Scheduled supplier restock
389,2026-02-03,22,SALE,9,135,Inventory reduction due to customer order
390,2026-02-03,3,SALE,2,135,Inventory reduction due to customer order
590,2026-02-03,12,SALE,7,215,Inventory reduction due to customer order
954,2026-02-03,22,SALE,9,377,Inventory reduction due to customer order
955,2026-02-03,24,SALE,7,377,Inventory reduction due to customer order
956,2026-02-03,29,SALE,9,377,Inventory reduction due to customer order
957,2026-02-03,27,SALE,1,377,Inventory reduction due to customer order
118,2026-02-04,12,SALE,9,8,Inventory reduction due to customer order
758,2026-02-04,9,SALE,1,291,Inventory reduction due to customer order
759,2026-02-04,27,SALE,8,291,Inventory reduction due to customer order
760,2026-02-04,6,SALE,9,291,Inventory reduction due to customer order
1128,2026-02-04,19,ADJUSTMENT,10,MANUAL_ADJUSTMENT,Manual stock correction after warehouse count
178,2026-02-05,6,SALE,5,36,Inventory reduction due to customer order
179,2026-02-05,24,SALE,9,36,Inventory reduction due to customer order
180,2026-02-05,17,SALE,8,36,Inventory reduction due to customer order
181,2026-02-05,21,SALE,10,36,Inventory reduction due to customer order
365,2026-02-05,11,SALE,8,121,Inventory reduction due to customer order
366,2026-02-05,25,SALE,4,121,Inventory reduction due to customer order
730,2026-02-05,12,SALE,5,278,Inventory reduction due to customer order
731,2026-02-05,6,SALE,10,278,Inventory reduction due to customer order
650,2026-02-06,9,SALE,8,244,Inventory reduction due to customer order
1034,2026-02-06,17,SALE,5,413,Inventory reduction due to customer order
104,2026-02-07,20,SALE,9,3,Inventory reduction due to customer order
105,2026-02-07,26,SALE,9,3,Inventory reduction due to customer order
106,2026-02-07,21,SALE,2,3,Inventory reduction due to customer order
399,2026-02-07,29,SALE,8,141,Inventory reduction due to customer order
400,2026-02-07,13,SALE,6,141,Inventory reduction due to customer order
401,2026-02-07,11,SALE,5,141,Inventory reduction due to customer order
402,2026-02-07,6,SALE,7,141,Inventory reduction due to customer order
424,2026-02-07,20,SALE,2,151,Inventory reduction due to customer order
425,2026-02-07,29,SALE,5,151,Inventory reduction due to customer order
817,2026-02-07,2,SALE,5,318,Inventory reduction due to customer order
818,2026-02-07,9,SALE,1,318,Inventory reduction due to customer order
819,2026-02-07,15,SALE,2,318,Inventory reduction due to customer order
820,2026-02-07,8,SALE,6,318,Inventory reduction due to customer order
465,2026-02-08,25,SALE,10,165,Inventory reduction due to customer order
466,2026-02-08,5,SALE,7,165,Inventory reduction due to customer order
467,2026-02-08,7,SALE,1,165,Inventory reduction due to customer order
1136,2026-02-08,11,ADJUSTMENT,3,MANUAL_ADJUSTMENT,Manual stock correction after warehouse count
538,2026-02-09,21,SALE,6,193,Inventory reduction due to customer order
539,2026-02-09,28,SALE,3,193,Inventory reduction due to customer order
1140,2026-02-09,7,ADJUSTMENT,5,MANUAL_ADJUSTMENT,Manual stock correction after warehouse count
158,2026-02-10,10,SALE,7,27,Inventory reduction due to customer order
159,2026-02-10,25,SALE,9,27,Inventory reduction due to customer order
160,2026-02-10,13,SALE,4,27,Inventory reduction due to customer order
167,2026-02-10,9,SALE,1,31,Inventory reduction due to customer order
168,2026-02-10,27,SALE,1,31,Inventory reduction due to customer order
169,2026-02-10,3,SALE,4,31,Inventory reduction due to customer order
170,2026-02-10,16,SALE,1,31,Inventory reduction due to customer order
591,2026-02-10,21,SALE,1,217,Inventory reduction due to customer order
618,2026-02-10,27,SALE,3,231,Inventory reduction due to customer order
619,2026-02-10,28,SALE,6,231,Inventory reduction due to customer order
620,2026-02-10,21,SALE,4,231,Inventory reduction due to customer order
621,2026-02-10,20,SALE,6,231,Inventory reduction due to customer order
155,2026-02-11,14,SALE,7,25,Inventory reduction due to customer order
662,2026-02-11,14,SALE,8,249,Inventory reduction due to customer order
663,2026-02-11,22,SALE,3,249,Inventory reduction due to customer order
664,2026-02-11,16,SALE,10,249,Inventory reduction due to customer order
665,2026-02-11,23,SALE,4,249,Inventory reduction due to customer order
855,2026-02-11,28,SALE,4,333,Inventory reduction due to customer order
856,2026-02-11,8,SALE,5,333,Inventory reduction due to customer order
540,2026-02-13,27,SALE,1,194,Inventory reduction due to customer order
541,2026-02-13,1,SALE,8,194,Inventory reduction due to customer order
1021,2026-02-13,5,SALE,9,407,Inventory reduction due to customer order
1022,2026-02-13,15,SALE,7,407,Inventory reduction due to customer order
1023,2026-02-13,17,SALE,9,407,Inventory reduction due to customer order
270,2026-02-14,15,SALE,6,81,Inventory reduction due to customer order
598,2026-02-14,26,SALE,4,222,Inventory reduction due to customer order
599,2026-02-14,15,SALE,9,222,Inventory reduction due to customer order
600,2026-02-14,16,SALE,7,222,Inventory reduction due to customer order
622,2026-02-14,19,SALE,7,232,Inventory reduction due to customer order
623,2026-02-14,26,SALE,7,232,Inventory reduction due to customer order
624,2026-02-14,8,SALE,2,232,Inventory reduction due to customer order
625,2026-02-14,11,SALE,4,232,Inventory reduction due to customer order
764,2026-02-14,6,SALE,3,296,Inventory reduction due to customer order
765,2026-02-14,12,SALE,5,296,Inventory reduction due to customer order
766,2026-02-14,7,SALE,3,296,Inventory reduction due to customer order
767,2026-02-14,30,SALE,10,296,Inventory reduction due to customer order
303,2026-02-15,14,SALE,5,96,Inventory reduction due to customer order
304,2026-02-15,11,SALE,3,96,Inventory reduction due to customer order
305,2026-02-15,22,SALE,2,96,Inventory reduction due to customer order
462,2026-02-15,12,SALE,5,163,Inventory reduction due to customer order
463,2026-02-15,18,SALE,7,163,Inventory reduction due to customer order
763,2026-02-15,19,SALE,10,293,Inventory reduction due to customer order
867,2026-02-16,11,SALE,4,339,Inventory reduction due to customer order
868,2026-02-16,24,SALE,8,339,Inventory reduction due to customer order
227,2026-02-17,15,SALE,2,61,Inventory reduction due to customer order
1084,2026-02-17,17,SALE,5,435,Inventory reduction due to customer order
309,2026-02-18,28,SALE,5,98,Inventory reduction due to customer order
310,2026-02-18,30,SALE,5,98,Inventory reduction due to customer order
311,2026-02-18,24,SALE,2,98,Inventory reduction due to customer order
312,2026-02-18,2,SALE,9,98,Inventory reduction due to customer order
580,2026-02-18,3,SALE,3,212,Inventory reduction due to customer order
581,2026-02-18,23,SALE,4,212,Inventory reduction due to customer order
611,2026-02-18,19,SALE,3,227,Inventory reduction due to customer order
612,2026-02-18,17,SALE,3,227,Inventory reduction due to customer order
821,2026-02-18,27,SALE,7,319,Inventory reduction due to customer order
265,2026-02-19,17,SALE,3,79,Inventory reduction due to customer order
266,2026-02-19,30,SALE,8,79,Inventory reduction due to customer order
267,2026-02-19,9,SALE,6,79,Inventory reduction due to customer order
834,2026-02-19,30,SALE,2,323,Inventory reduction due to customer order
918,2026-02-19,6,SALE,6,361,Inventory reduction due to customer order
919,2026-02-19,20,SALE,1,361,Inventory reduction due to customer order
920,2026-02-19,13,SALE,8,361,Inventory reduction due to customer order
921,2026-02-19,25,SALE,2,361,Inventory reduction due to customer order
822,2026-02-20,19,SALE,5,320,Inventory reduction due to customer order
823,2026-02-20,29,SALE,7,320,Inventory reduction due to customer order
824,2026-02-20,8,SALE,9,320,Inventory reduction due to customer order
825,2026-02-20,16,SALE,9,320,Inventory reduction due to customer order
542,2026-02-21,8,SALE,6,195,Inventory reduction due to customer order
543,2026-02-21,15,SALE,5,195,Inventory reduction due to customer order
992,2026-02-23,18,SALE,1,394,Inventory reduction due to customer order
132,2026-02-24,12,SALE,2,14,Inventory reduction due to customer order
133,2026-02-24,14,SALE,10,14,Inventory reduction due to customer order
627,2026-02-25,27,SALE,7,234,Inventory reduction due to customer order
922,2026-02-25,1,SALE,9,362,Inventory reduction due to customer order
923,2026-02-25,23,SALE,10,362,Inventory reduction due to customer order
924,2026-02-25,28,SALE,6,362,Inventory reduction due to customer order
249,2026-02-26,2,SALE,6,70,Inventory reduction due to customer order
412,2026-02-26,13,SALE,5,146,Inventory reduction due to customer order
413,2026-02-26,11,SALE,2,146,Inventory reduction due to customer order
414,2026-02-26,21,SALE,3,146,Inventory reduction due to customer order
932,2026-02-26,15,SALE,1,366,Inventory reduction due to customer order
933,2026-02-26,11,SALE,7,366,Inventory reduction due to customer order
934,2026-02-26,4,SALE,1,366,Inventory reduction due to customer order
935,2026-02-26,16,SALE,9,366,Inventory reduction due to customer order
1134,2026-02-26,20,ADJUSTMENT,-3,MANUAL_ADJUSTMENT,Manual stock correction after warehouse count
607,2026-02-27,4,SALE,9,226,Inventory reduction due to customer order
608,2026-02-27,1,SALE,10,226,Inventory reduction due to customer order
609,2026-02-27,3,SALE,6,226,Inventory reduction due to customer order
610,2026-02-27,12,SALE,1,226,Inventory reduction due to customer order
1142,2026-02-27,15,ADJUSTMENT,3,MANUAL_ADJUSTMENT,Manual stock correction after warehouse count
70,2026-02-28,1,RESTOCK,91,RESTOCK_2026-02-28,Scheduled supplier restock
71,2026-02-28,3,RESTOCK,36,RESTOCK_2026-02-28,Scheduled supplier restock
72,2026-02-28,5,RESTOCK,44,RESTOCK_2026-02-28,Scheduled supplier restock
73,2026-02-28,6,RESTOCK,85,RESTOCK_2026-02-28,Scheduled supplier restock
74,2026-02-28,7,RESTOCK,51,RESTOCK_2026-02-28,Scheduled supplier restock
75,2026-02-28,11,RESTOCK,35,RESTOCK_2026-02-28,Scheduled supplier restock
76,2026-02-28,15,RESTOCK,41,RESTOCK_2026-02-28,Scheduled supplier restock
77,2026-02-28,16,RESTOCK,93,RESTOCK_2026-02-28,Scheduled supplier restock
78,2026-02-28,17,RESTOCK,109,RESTOCK_2026-02-28,Scheduled supplier restock
79,2026-02-28,18,RESTOCK,110,RESTOCK_2026-02-28,Scheduled supplier restock
80,2026-02-28,19,RESTOCK,75,RESTOCK_2026-02-28,Scheduled supplier restock
81,2026-02-28,23,RESTOCK,59,RESTOCK_2026-02-28,Scheduled supplier restock
82,2026-02-28,24,RESTOCK,101,RESTOCK_2026-02-28,Scheduled supplier restock
83,2026-02-28,29,RESTOCK,118,RESTOCK_2026-02-28,Scheduled supplier restock
464,2026-02-28,5,SALE,2,164,Inventory reduction due to customer order
944,2026-02-28,16,SALE,9,372,Inventory reduction due to customer order
945,2026-02-28,1,SALE,9,372,Inventory reduction due to customer order
508,2026-03-01,28,SALE,8,181,Inventory reduction due to customer order
509,2026-03-01,17,SALE,4,181,Inventory reduction due to customer order
582,2026-03-01,22,SALE,9,213,Inventory reduction due to customer order
583,2026-03-01,16,SALE,1,213,Inventory reduction due to customer order
584,2026-03-01,1,SALE,9,213,Inventory reduction due to customer order
585,2026-03-01,18,SALE,9,213,Inventory reduction due to customer order
936,2026-03-01,23,SALE,2,368,Inventory reduction due to customer order
937,2026-03-01,22,SALE,4,368,Inventory reduction due to customer order
938,2026-03-01,12,SALE,6,368,Inventory reduction due to customer order
939,2026-03-01,15,SALE,5,368,Inventory reduction due to customer order
1052,2026-03-01,13,SALE,2,420,Inventory reduction due to customer order
1053,2026-03-01,5,SALE,4,420,Inventory reduction due to customer order
617,2026-03-02,13,SALE,6,230,Inventory reduction due to customer order
183,2026-03-03,11,SALE,6,38,Inventory reduction due to customer order
184,2026-03-03,1,SALE,8,38,Inventory reduction due to customer order
185,2026-03-03,16,SALE,6,38,Inventory reduction due to customer order
186,2026-03-03,28,SALE,6,38,Inventory reduction due to customer order
173,2026-03-04,20,SALE,2,33,Inventory reduction due to customer order
174,2026-03-04,24,SALE,5,33,Inventory reduction due to customer order
256,2026-03-04,3,SALE,6,73,Inventory reduction due to customer order
257,2026-03-04,15,SALE,5,73,Inventory reduction due to customer order
268,2026-03-04,28,SALE,7,80,Inventory reduction due to customer order
269,2026-03-04,22,SALE,6,80,Inventory reduction due to customer order
454,2026-03-04,1,SALE,8,161,Inventory reduction due to customer order
455,2026-03-04,3,SALE,4,161,Inventory reduction due to customer order
456,2026-03-04,13,SALE,6,161,Inventory reduction due to customer order
457,2026-03-04,17,SALE,1,161,Inventory reduction due to customer order
520,2026-03-04,23,SALE,5,185,Inventory reduction due to customer order
521,2026-03-04,4,SALE,10,185,Inventory reduction due to customer order
522,2026-03-04,21,SALE,4,185,Inventory reduction due to customer order
861,2026-03-04,19,SALE,6,336,Inventory reduction due to customer order
862,2026-03-04,4,SALE,10,336,Inventory reduction due to customer order
863,2026-03-04,1,SALE,5,336,Inventory reduction due to customer order
864,2026-03-04,17,SALE,2,336,Inventory reduction due to customer order
500,2026-03-05,1,SALE,3,177,Inventory reduction due to customer order
501,2026-03-05,18,SALE,8,177,Inventory reduction due to customer order
536,2026-03-05,25,SALE,7,192,Inventory reduction due to customer order
537,2026-03-05,5,SALE,7,192,Inventory reduction due to customer order
1030,2026-03-05,21,SALE,6,411,Inventory reduction due to customer order
150,2026-03-06,27,SALE,5,23,Inventory reduction due to customer order
151,2026-03-06,21,SALE,8,23,Inventory reduction due to customer order
240,2026-03-06,16,SALE,3,66,Inventory reduction due to customer order
241,2026-03-06,2,SALE,10,66,Inventory reduction due to customer order
200,2026-03-07,9,SALE,8,46,Inventory reduction due to customer order
426,2026-03-07,27,SALE,6,152,Inventory reduction due to customer order
427,2026-03-07,19,SALE,8,152,Inventory reduction due to customer order
428,2026-03-07,3,SALE,9,152,Inventory reduction due to customer order
429,2026-03-07,5,SALE,3,152,Inventory reduction due to customer order
495,2026-03-07,30,SALE,5,175,Inventory reduction due to customer order
496,2026-03-07,18,SALE,2,175,Inventory reduction due to customer order
497,2026-03-07,23,SALE,10,175,Inventory reduction due to customer order
523,2026-03-07,14,SALE,8,186,Inventory reduction due to customer order
524,2026-03-07,23,SALE,4,186,Inventory reduction due to customer order
525,2026-03-07,18,SALE,10,186,Inventory reduction due to customer order
630,2026-03-07,18,SALE,9,236,Inventory reduction due to customer order
631,2026-03-07,2,SALE,2,236,Inventory reduction due to customer order
632,2026-03-07,26,SALE,4,236,Inventory reduction due to customer order
633,2026-03-07,12,SALE,3,236,Inventory reduction due to customer order
615,2026-03-08,24,SALE,8,229,Inventory reduction due to customer order
616,2026-03-08,21,SALE,10,229,Inventory reduction due to customer order
846,2026-03-09,17,SALE,3,328,Inventory reduction due to customer order
782,2026-03-10,20,SALE,1,303,Inventory reduction due to customer order
783,2026-03-10,8,SALE,8,303,Inventory reduction due to customer order
929,2026-03-10,2,SALE,9,365,Inventory reduction due to customer order
930,2026-03-10,17,SALE,7,365,Inventory reduction due to customer order
931,2026-03-10,8,SALE,2,365,Inventory reduction due to customer order
458,2026-03-11,10,SALE,2,162,Inventory reduction due to customer order
459,2026-03-11,18,SALE,3,162,Inventory reduction due to customer order
460,2026-03-11,1,SALE,6,162,Inventory reduction due to customer order
461,2026-03-11,28,SALE,6,162,Inventory reduction due to customer order
225,2026-03-12,9,SALE,3,59,Inventory reduction due to customer order
226,2026-03-12,18,SALE,8,59,Inventory reduction due to customer order
228,2026-03-12,14,SALE,8,62,Inventory reduction due to customer order
229,2026-03-12,27,SALE,8,62,Inventory reduction due to customer order
230,2026-03-12,16,SALE,3,62,Inventory reduction due to customer order
261,2026-03-12,20,SALE,6,76,Inventory reduction due to customer order
262,2026-03-12,26,SALE,4,76,Inventory reduction due to customer order
330,2026-03-12,18,SALE,9,106,Inventory reduction due to customer order
331,2026-03-12,23,SALE,2,106,Inventory reduction due to customer order
332,2026-03-12,8,SALE,1,106,Inventory reduction due to customer order
333,2026-03-12,17,SALE,1,106,Inventory reduction due to customer order
1107,2026-03-12,12,SALE,5,446,Inventory reduction due to customer order
1108,2026-03-12,28,SALE,3,446,Inventory reduction due to customer order
1109,2026-03-12,13,SALE,3,446,Inventory reduction due to customer order
379,2026-03-13,12,SALE,4,129,Inventory reduction due to customer order
869,2026-03-14,10,SALE,8,340,Inventory reduction due to customer order
870,2026-03-14,4,SALE,5,340,Inventory reduction due to customer order
1017,2026-03-14,25,SALE,1,406,Inventory reduction due to customer order
1018,2026-03-14,19,SALE,5,406,Inventory reduction due to customer order
1019,2026-03-14,7,SALE,9,406,Inventory reduction due to customer order
1020,2026-03-14,30,SALE,3,406,Inventory reduction due to customer order
1054,2026-03-14,6,SALE,8,421,Inventory reduction due to customer order
1132,2026-03-14,13,ADJUSTMENT,-3,MANUAL_ADJUSTMENT,Manual stock correction after warehouse count
656,2026-03-15,19,SALE,7,247,Inventory reduction due to customer order
657,2026-03-15,13,SALE,8,247,Inventory reduction due to customer order
1074,2026-03-15,6,SALE,7,429,Inventory reduction due to customer order
292,2026-03-16,20,SALE,9,92,Inventory reduction due to customer order
293,2026-03-16,2,SALE,8,92,Inventory reduction due to customer order
325,2026-03-16,10,SALE,10,104,Inventory reduction due to customer order
448,2026-03-16,15,SALE,5,159,Inventory reduction due to customer order
449,2026-03-16,4,SALE,4,159,Inventory reduction due to customer order
533,2026-03-16,18,SALE,8,189,Inventory reduction due to customer order
857,2026-03-16,16,SALE,3,334,Inventory reduction due to customer order
984,2026-03-16,10,SALE,4,390,Inventory reduction due to customer order
415,2026-03-17,9,SALE,5,147,Inventory reduction due to customer order
643,2026-03-17,18,SALE,4,242,Inventory reduction due to customer order
644,2026-03-17,14,SALE,3,242,Inventory reduction due to customer order
