order_item_id,order_id,product_id,quantity,unit_price,discount_pct
996,399,26,9,164.96,5
997,400,9,2,80.19,0
998,401,5,4,250.92,0
999,401,22,5,49.55,10
1000,401,21,2,275.07,0
1001,402,23,10,424.29,10
1002,402,19,6,162.54,0
1003,402,5,7,250.92,0
1004,403,23,7,424.29,0
1005,403,24,6,333.71,0
1006,404,15,8,68.0,10
1007,404,12,2,371.06,0
1008,404,25,10,307.03,0
1009,404,10,5,191.44,0
1010,405,24,2,333.71,0
1011,406,25,1,307.03,10
1012,406,19,5,162.54,10
1013,406,7,9,444.95,5
1014,406,30,3,322.77,0
1015,407,5,9,250.92,0
1016,407,15,7,68.0,0
1017,407,17,9,169.96,0
1018,408,25,3,307.03,5
1019,408,17,3,169.96,0
1020,409,24,6,333.71,0
1021,409,16,4,179.17,5
1022,410,2,4,80.67,10
1023,410,22,6,49.55,5
1024,411,21,6,275.07,0
1025,412,27,10,34.94,10
1026,412,24,10,333.71,0
1027,412,9,7,80.19,5
1028,413,17,5,169.96,5
1029,414,16,10,179.17,0
1030,414,26,9,164.96,0
1031,414,29,8,321.66,0
1032,415,7,3,444.95,0
1033,415,5,10,250.92,0
1034,415,6,4,227.32,5
1035,416,16,7,179.17,0
1036,416,7,4,444.95,0
1037,416,19,3,162.54,10
1038,416,6,10,227.32,0
1039,417,2,5,80.67,0
1040,417,6,9,227.32,5
1041,418,3,10,145.49,5
1042,418,7,8,444.95,0
1043,418,15,4,68.0,5
1044,419,20,9,439.55,0
1045,419,22,3,49.55,0
1046,420,13,2,133.56,0
1047,420,5,4,250.92,10
1048,421,6,8,227.32,10
1049,422,3,8,145.49,0
1050,423,17,1,169.96,10
1051,423,14,7,188.01,0
1052,423,12,8,371.06,5
1053,423,28,6,386.43,10
1054,424,9,4,80.19,0
1055,424,16,5,179.17,10
1056,425,23,1,424.29,10
1057,426,21,6,275.07,5
1058,426,7,6,444.95,0
1059,426,23,3,424.29,5
1060,426,26,10,164.96,0
1061,427,20,7,439.55,0
1062,427,9,7,80.19,10
1063,427,22,9,49.55,5
1064,428,9,7,80.19,0
1065,428,10,2,191.44,0
1066,428,19,8,162.54,0
1067,428,12,2,371.06,0
1068,429,6,7,227.32,0
1069,430,3,2,145.49,10
1070,430,9,1,80.19,5
1071,430,8,7,208.05,10
1072,430,12,9,371.06,0
1073,431,21,8,275.07,0
1074,431,16,4,179.17,10
1075,432,20,1,439.55,0
1076,432,6,4,227.32,0
1077,433,12,4,371.06,10
1078,433,22,1,49.55,0
1079,433,13,2,133.56,10
1080,433,19,5,162.54,10
1081,434,8,8,208.05,5
1082,434,20,10,439.55,0
1083,434,7,5,444.95,0
1084,435,17,5,169.96,0
1085,436,23,10,424.29,5
1086,436,15,4,68.0,0
1087,436,13,8,133.56,5
1088,437,3,4,145.49,0
1089,437,13,6,133.56,5
1090,437,21,6,275.07,10
1091,438,8,7,208.05,0
1092,438,10,2,191.44,10
1093,438,3,3,145.49,5
1094,439,6,4,227.32,5
1095,439,24,4,333.71,0
1096,439,22,4,49.55,0
1097,440,27,6,34.94,0
1098,440,20,2,439.55,0
1099,441,28,8,386.43,0
1100,442,16,9,179.17,0
1101,442,6,7,227.32,0
1102,442,25,10,307.03,0
1103,443,18,7,280.12,0
1104,443,2,8,80.67,0
1105,443,17,9,169.96,5
1106,443,12,6,371.06,0
1107,444,11,6,412.22,10
1108,445,9,10,80.19,0
1109,445,16,6,179.17,0
1110,446,12,5,371.06,5
1111,446,28,3,386.43,10
1112,446,13,3,133.56,10
1113,447,26,7,164.96,5
1114,447,8,4,208.05,0
1115,447,18,3,280.12,5
1116,448,29,9,321.66,10
1117,448,28,6,386.43,5
1118,449,13,2,133.56,0
1119,450,27,6,34.94,0
1120,450,21,6,275.07,0
1121,450,4,9,349.61,10
1122,450,15,5,68.0,0
